Name,Location,city,latitude,longitude,,1313
Holiday Inn Express Syracuse Airport,5418 S Bay Road,North Syracuse,43.1167,-76.1433,,Holiday Inn Express Syracuse Airport
Best Western Syracuse Airport Inn,900 Colonel Eileen Collins Boulevard,North Syracuse,43.1137,-76.1177,,Best Western Syracuse Airport Inn
Comfort Inn & Suites Airport,6701 Buckley Rd,North Syracuse,43.0962,-76.1691,,Comfort Inn & Suites Airport
Candlewood Suites - Syracuse Airport,5414 South Bay Road Town of Salina,North Syracuse,43.1167,-76.1433,,Candlewood Suites - Syracuse Airport
Econo Lodge & Suites,5396 S Bay Rd,North Syracuse,43.1143,-76.1443,,Econo Lodge & Suites
Red Carpet Inn North Syracuse,2914 Brewerton Rd,North Syracuse,43.1083,-76.1456,,Red Carpet Inn North Syracuse
Super 8 Norwich,6067 State Highway 12,Norwich,42.547,-75.5252,,Super 8 Norwich
Howard Johnson Hotel Norwich,75 N Broad St,Norwich,42.5341,-75.524,,Howard Johnson Hotel Norwich
Super 8 Nyack NY,47 Route 59,Nyack,41.0944,-73.9358,,Super 8 Nyack NY
West Gate Inn Nyack,26 Route 59,Nyack,41.0934,-73.9301,,West Gate Inn Nyack
Time Nyack,400 High Avenue,Nyack,41.0946,-73.93,,Time Nyack
Quality Inn Gran-View,6765 State Highway 37,Ogdensburg,44.6646,-75.5389,,Quality Inn Gran-View
Holiday Inn Express Olean,101 Main St,Olean,42.087,-78.4299,,Holiday Inn Express Olean
Microtel Inn & Suites by Wyndham Olean/Allegany,3234 Nys Route 417,Olean,42.0797,-78.4776,,Microtel Inn & Suites by Wyndham Olean/Allegany
Best Western Plus University Inn,3051 W State Street Olean,Olean,42.0768,-78.4666,,Best Western Plus University Inn
Fairfield Inn & Suites by Marriott Olean,3270 Route 417,Olean,42.0807,-78.479,,Fairfield Inn & Suites by Marriott Olean
The Alpine Homestead Bed & Breakfast,1314 County Route 29,Olmstedville,43.7717,-73.9233,,The Alpine Homestead Bed & Breakfast
Super 8 Oneida Verona,215 Genesee Street,Oneida,43.0788,-75.6535,,Super 8 Oneida Verona
Courtyard Oneonta,116 Courtyard Dr,Oneonta,42.4464,-75.0501,,Courtyard Oneonta
Clarion Hotel Oneonta,55 Market St,Oneonta,42.4527,-75.0612,,Clarion Hotel Oneonta
Hampton Inn Oneonta,225 River St,Oneonta,42.4442,-75.0864,,Hampton Inn Oneonta
Holiday Inn Oneonta-Cooperstown Area,5206 State Highway 23,Oneonta,42.4477,-75.0271,,Holiday Inn Oneonta-Cooperstown Area
Super 8 Oneonta/Cooperstown,4973 St Hwy 23,Oneonta,42.4481,-75.0485,,Super 8 Oneonta/Cooperstown
Budget Inn Ontario,440 State Route 104,Ontario City,43.2254,-77.3575,,Budget Inn Ontario
Residence Inn Orangeburg,3 Stevens Way,Orangeburg,41.0408,-73.9489,,Residence Inn Orangeburg
Holiday Inn Orangeburg-Rockland/Bergen Co,329 Route 303,Orangeburg,41.0457,-73.9452,,Holiday Inn Orangeburg-Rockland/Bergen Co
"Motel 6 Oriskany, NY",5920 Airport Rd,Oriskany,43.1486,-75.3786,,"Motel 6 Oriskany, NY"
Best Western Plus Captain's Quarters,26 E 1st Street,Oswego,43.4588,-76.5087,,Best Western Plus Captain's Quarters
Knights Inn Oswego East,101 State Route 104,Oswego,43.4606,-76.4909,,Knights Inn Oswego East
Knights Inn Oswego,309 W Seneca St,Oswego,43.4516,-76.5324,,Knights Inn Oswego
Holiday Inn Express & Suites Oswego,140 E 13th St,Oswego,43.4612,-76.4903,,Holiday Inn Express & Suites Oswego
Quality Inn & Suites Riverfront,70 E 1st St,Oswego,43.4598,-76.5089,,Quality Inn & Suites Riverfront
K and G Lodge,1917 County Route 1,Oswego,43.4864,-76.4479,,K and G Lodge
Holiday Inn Express Owego,20 Hickory Park Rd,Owego,42.0959,-76.2318,,Holiday Inn Express Owego
Hampton Inn Owego,1030 State Route 17c,Owego,42.0983,-76.2345,,Hampton Inn Owego
Red Roof Inn & Suites Owego,1100 State Route 17C,Owego,42.0959,-76.2325,,Red Roof Inn & Suites Owego
Comfort Inn & Suites JFK Airport,137-30 Redding Street,Ozone Park,40.6718,-73.844,,Comfort Inn & Suites JFK Airport
Days Inn & Suites Ozone Park/JFK Airport,137-08 Redding Street,Ozone Park,40.6721,-73.8439,,Days Inn & Suites Ozone Park/JFK Airport
Ramada Painted Post Corning,304 S Hamilton St,Painted Post,42.1477,-77.1087,,Ramada Painted Post Corning
Holiday Inn Express Painted Post-Corning Area,9775 Victory Highway,Painted Post,42.172,-77.1065,,Holiday Inn Express Painted Post-Corning Area
Americas Best Value Inn,196 South Hamilton St.,Painted Post,42.154,-77.1021,,Americas Best Value Inn
Econo Lodge Painted Post - Corning,200 Robert Dann Blvd,Painted Post,42.1548,-77.1092,,Econo Lodge Painted Post - Corning
Hampton Inn Corning/Painted Post,248 Town Center Rd,Painted Post,42.1487,-77.1074,,Hampton Inn Corning/Painted Post
Corning Inn,255 South Hamilton Street,Painted Post,42.1507,-77.1065,,Corning Inn
Knights Inn Palatine Bridge,93 East Grand Street,Palatine Bridge,42.9098,-74.5614,,Knights Inn Palatine Bridge
HNA Palisades Premiere Conference Center,334 Route 9W,Palisades,41.019,-73.9207,,HNA Palisades Premiere Conference Center
Hilton Pearl River,500 Veterans Memorial Dr,Pearl River,41.0478,-74.004,,Hilton Pearl River
Holiday Inn Express Hotel & Suites Peekskill - Hudson Valley,2 John Walsh Boulevard,Peekskill,41.2778,-73.9391,,Holiday Inn Express Hotel & Suites Peekskill - Hudson Valley
Inn on the Hudson,634 Main Street,Peekskill,41.2904,-73.9262,,Inn on the Hudson
Best Western Plus Vineyard Inn & Suites,142 Lake St,Penn Yan,42.6572,-77.0548,,Best Western Plus Vineyard Inn & Suites
Finger Lakes Bed and Breakfast,128 South Avenue,Penn Yan,42.6553,-77.0508,,Finger Lakes Bed and Breakfast
Microtel Inn & Suites Penn Yan Finger Lakes Region,124 Elm St,Penn Yan,42.6607,-77.055,,Microtel Inn & Suites Penn Yan Finger Lakes Region
Hampton Inn by Hilton Penn Yan,110 Mace Street,Penn Yan,42.6517,-77.0623,,Hampton Inn by Hilton Penn Yan
The Yorkshire Inn,1135 Rte 96,Phelps,42.9509,-77.032,,The Yorkshire Inn
Summer House Guest House,123 Birch Creek Road,Pine Hill,42.1422,-74.4877,,Summer House Guest House
Cider Mill Inn Bed and Breakfast,207 Glenwood Road,Pine Island,41.2709,-74.4766,,Cider Mill Inn Bed and Breakfast
Hilton Garden Inn Rochester Pittsford,800 Pittsford Victor Rd,Pittsford,43.0582,-77.4735,,Hilton Garden Inn Rochester Pittsford
The Del Monte Lodge Renaissance Rochester Hotel & Spa,41 N Main St,Pittsford,43.0937,-77.5143,,The Del Monte Lodge Renaissance Rochester Hotel & Spa
Hilton Garden Inn Melville,1575 Round Swamp Rd,Plainview,40.7825,-73.4452,,Hilton Garden Inn Melville
Homewood Suites Melville,1585 Round Swamp Rd,Plainview,40.7826,-73.4452,,Homewood Suites Melville
Holiday Inn Plainview,215 Sunnyside Blvd,Plainview,40.7963,-73.4676,,Holiday Inn Plainview
Four Points by Sheraton Plainview Long Island,333 S Service Rd,Plainview,40.785,-73.4456,,Four Points by Sheraton Plainview Long Island
Residence Inn Plainview Long Island,9 Gerhard Rd,Plainview,40.7735,-73.4774,,Residence Inn Plainview Long Island
Best Western Plus Plattsburgh,446 Route 3,Plattsburgh,44.6975,-73.4933,,Best Western Plus Plattsburgh
La Quinta Inn & Suites Plattsburgh,16 Plaza Blvd,Plattsburgh,44.7024,-73.4965,,La Quinta Inn & Suites Plattsburgh
Days Inn & Suites Plattsburgh,8 Everleth Drive,Plattsburgh,44.6959,-73.4993,,Days Inn & Suites Plattsburgh
Comfort Inn And Suites,411 Rt. 3,Plattsburgh,44.6969,-73.488,,Comfort Inn And Suites
Econo Lodge Inn And Suites,528 Route 3,Plattsburgh,44.6962,-73.5002,,Econo Lodge Inn And Suites
Holiday Inn Plattsburgh - Adirondack Area,412 State Route 3,Plattsburgh,44.6969,-73.4876,,Holiday Inn Plattsburgh - Adirondack Area
Microtel Inn & Suites by Wyndham Plattsburgh,554 State Route 3,Plattsburgh,44.696,-73.5022,,Microtel Inn & Suites by Wyndham Plattsburgh
Hampton Inn & Suites Plattsburgh,586 State Route 3,Plattsburgh,44.706,-73.5465,,Hampton Inn & Suites Plattsburgh
Americas Best Value Inn,19 Booth Drive,Plattsburgh,44.6977,-73.4982,,Americas Best Value Inn
Super 8 Plattsburgh,7129 Route 9,Plattsburgh,44.7252,-73.4368,,Super 8 Plattsburgh
Fairfield Inn & Suites Plattsburgh,579 Route 3,Plattsburgh,44.6959,-73.5044,,Fairfield Inn & Suites Plattsburgh
Danfords Hotel and Marina,25 E Broadway,Port Jefferson,40.9478,-73.0684,,Danfords Hotel and Marina
Americas Best Value Inn - Port Jefferson Station/Long Island,1371 ROUTE 112,Port Jefferson Station,40.9166,-73.0354,,Americas Best Value Inn - Port Jefferson Station/Long Island
Days Inn Port Jervis,2247 Greenville Tpke,Port Jervis,41.3561,-74.661,,Days Inn Port Jervis
Knickerbocker Yacht Hotel,433 Main St,Port Washington,40.8289,-73.7026,,Knickerbocker Yacht Hotel
The Clarkson Inn,1 Main St,Potsdam,44.6686,-74.9863,,The Clarkson Inn
Hampton Inn Potsdam,169 Market Street,Potsdam,44.6827,-74.987,,Hampton Inn Potsdam
Days Inn Poughkeepsie,536 Haight Ave,Poughkeepsie,41.6949,-73.8973,,Days Inn Poughkeepsie
Courtyard by Marriott Poughkeepsie,2641 South Rd,Poughkeepsie,41.6699,-73.9294,,Courtyard by Marriott Poughkeepsie
Holiday Inn Express Poughkeepsie,2750 South Road,Poughkeepsie,41.6766,-73.9283,,Holiday Inn Express Poughkeepsie
Poughkeepsie Inn,2625 South Road,Poughkeepsie,41.6673,-73.9298,,Poughkeepsie Inn
Best Western Plus The Inn & Suites At The Falls,50 Red Oaks Mill Rd,Poughkeepsie,41.6546,-73.8708,,Best Western Plus The Inn & Suites At The Falls
Mercury Grand Hotel,2170 South Road,Poughkeepsie,41.6386,-73.9192,,Mercury Grand Hotel
Hampton Inn & Suites Poughkeepsie,2361 South Rd,Poughkeepsie,41.6493,-73.9268,,Hampton Inn & Suites Poughkeepsie
Residence Inn by Marriott Poughkeepsie,2525 South Rd,Poughkeepsie,41.6625,-73.9302,,Residence Inn by Marriott Poughkeepsie
Red Roof Inn PLUS+ Poughkeepsie,"2349 South Rd, Route 9",Poughkeepsie,41.6486,-73.9263,,Red Roof Inn PLUS+ Poughkeepsie
Port Lodge Motel Pulaski,7351 State Route 3,Pulaski,43.5621,-76.1882,,Port Lodge Motel Pulaski
Knights Inn Pulaski,3723-3724 State Route 13,Pulaski,43.5541,-76.1113,,Knights Inn Pulaski
Super 8 Pulaski,3800 State Route 13,Pulaski,43.5572,-76.117,,Super 8 Pulaski
Bavarian Manor Country Inn,866 Mountain Avenue,Purling,42.2849,-74.0248,,Bavarian Manor Country Inn
Howard Johnson Inn Queens,220 - 16 Jamaica Avenue,Queens Village,40.7191,-73.7339,,Howard Johnson Inn Queens
Country Inn & Suites By Carlson,1130 Route 9,Queensbury,43.3483,-73.6902,,Country Inn & Suites By Carlson
Sleep Inn & Suites,906 State Route 9,Queensbury,43.3361,-73.679,,Sleep Inn & Suites
Six Flags Great Escape Lodge & Indoor Waterpark,89 Six Flags Dr,Queensbury,43.3518,-73.6976,,Six Flags Great Escape Lodge & Indoor Waterpark
Quality Inn Glens Falls,547 Aviation Rd,Queensbury,43.3299,-73.6797,,Quality Inn Glens Falls
"Super 8 Queensbury, Glens Falls",191 Corinth Road,Queensbury,43.2974,-73.6807,,"Super 8 Queensbury, Glens Falls"
Econo Lodge,543 Aviation Rd,Queensbury,43.3299,-73.6798,,Econo Lodge
Red Roof Inn Glens Falls Lake George,931 US Route 9,Queensbury,43.3381,-73.68,,Red Roof Inn Glens Falls Lake George
Days Inn Queensbury / Lake George,24 Big Boom Rd,Queensbury,43.2967,-73.6779,,Days Inn Queensbury / Lake George
Ramada Queensbury/Lake George,1 Abbey Ln,Queensbury,43.3266,-73.6834,,Ramada Queensbury/Lake George
Duck Lake Campground,RD 3 Duck Lake Road,Red Creek,43.1511,-76.6938,,Duck Lake Campground
The Red Hook Country Inn,7460 S. Broadway,Red Hook,41.9939,-73.8766,,The Red Hook Country Inn
Wyndham Garden LaGuardia South,61-18 93rd St,Rego Park,40.7321,-73.8667,,Wyndham Garden LaGuardia South
Capital Inn & Suites,110 Columbia Turnpike,Rensselaer,42.6232,-73.7385,,Capital Inn & Suites
Holiday Inn Express Hotel & Suites East Greenbush,8 Empire Dr,Rensselaer,42.6332,-73.7022,,Holiday Inn Express Hotel & Suites East Greenbush
The Lake House Townhouses,10 Gould Ave,Richfield Springs,42.8551,-74.9849,,The Lake House Townhouses
Holiday Inn Express Hotel & Suites Long Island-East End,1707 Old Country Rd,Riverhead,40.9244,-72.7021,,Holiday Inn Express Hotel & Suites Long Island-East End
Hyatt Place Long Island East End,451 East Main Street,Riverhead,40.9188,-72.6562,,Hyatt Place Long Island East End
Hotel Indigo East End,1830 W Main St,Riverhead,40.9186,-72.7211,,Hotel Indigo East End
Hilton Garden Inn Riverhead,2038 Old Country Rd,Riverhead,40.9225,-72.7155,,Hilton Garden Inn Riverhead
Budget Host East End Hotel in Riverhead,30 Lake Avenue,Riverhead,40.9134,-72.6631,,Budget Host East End Hotel in Riverhead
Greenview Inn Riverhead,1433 W Main St,Riverhead,40.9165,-72.6995,,Greenview Inn Riverhead
The East Avenue Inn & Suites,384 East Avenue,Rochester,43.1549,-77.5938,,The East Avenue Inn & Suites
Country Inn & Suites Rochester-Pittsford-Brighton,2835 Monroe Avenue,Rochester,43.1109,-77.5476,,Country Inn & Suites Rochester-Pittsford-Brighton
"Homewood Suites by Hilton Rochester/Greece, NY",400 Center Place Dr,Rochester,43.2084,-77.6717,,"Homewood Suites by Hilton Rochester/Greece, NY"
Hampton Inn & Suites Rochester/Henrietta,280 Clay Rd,Rochester,43.086,-77.6179,,Hampton Inn & Suites Rochester/Henrietta
Microtel Inn & Suites by Wyndham Chili/Rochester Airport,3258 Chili Ave,Rochester,43.1036,-77.7533,,Microtel Inn & Suites by Wyndham Chili/Rochester Airport
Comfort Inn Rochester - Greece,1501 Ridge Rd W,Rochester,43.2054,-77.6676,,Comfort Inn Rochester - Greece
Radisson Hotel Rochester Riverside,120 East Main Street,Rochester,43.1566,-77.6093,,Radisson Hotel Rochester Riverside
Hampton Inn Rochester Irondequoit,1323 E Ridge Rd,Rochester,43.198,-77.5821,,Hampton Inn Rochester Irondequoit
DoubleTree by Hilton Rochester,1111 Jefferson Rd,Rochester,43.0871,-77.6065,,DoubleTree by Hilton Rochester
Comfort Suites,2085 Hylan Dr,Rochester,43.0722,-77.6255,,Comfort Suites
The Strathallan- a DoubleTree by Hilton,550 East Ave,Rochester,43.1539,-77.5897,,The Strathallan- a DoubleTree by Hilton
Hyatt Regency Rochester,125 East Main Street,Rochester,43.1567,-77.6085,,Hyatt Regency Rochester
Best Western Rochester Marketplace Inn,940 Jefferson Rd,Rochester,43.0873,-77.612,,Best Western Rochester Marketplace Inn
Comfort Inn Rochester Monroe Avenue,2729 Monroe Ave,Rochester,43.1116,-77.5484,,Comfort Inn Rochester Monroe Avenue
Hampton Inn Rochester - North,500 Center Place Dr,Rochester,43.2095,-77.6714,,Hampton Inn Rochester - North
Extended Stay America - Rochester - Greece,600 Center Place Dr,Rochester,43.2104,-77.6716,,Extended Stay America - Rochester - Greece
Fairfield Inn & Suites by Marriott Rochester West/Greece,400 Paddy Creek Cir,Rochester,43.2043,-77.6731,,Fairfield Inn & Suites by Marriott Rochester West/Greece
Extended Stay America - Rochester - Henrietta,700 Commons Way,Rochester,43.0871,-77.6014,,Extended Stay America - Rochester - Henrietta
Homewood Suites Rochester Henrietta,2095 Hylan Dr,Rochester,43.072,-77.6256,,Homewood Suites Rochester Henrietta
Rochester Airport Marriott,1890 Ridge Rd W,Rochester,43.208,-77.6782,,Rochester Airport Marriott
Holiday Inn Express Rochester - Greece,1635 W Ridge Road,Rochester,43.2059,-77.671,,Holiday Inn Express Rochester - Greece
Residence Inn by Marriott Rochester Henrietta,1300 Jefferson Rd,Rochester,43.0871,-77.5956,,Residence Inn by Marriott Rochester Henrietta
A B&B at the Edward Harris House Inn,35 Argyle Street,Rochester,43.1496,-77.5743,,A B&B at the Edward Harris House Inn
Holiday Inn Express Rochester NE- Irondequoit,2200 Goodman St N,Rochester,43.1967,-77.5768,,Holiday Inn Express Rochester NE- Irondequoit
Inn on Broadway,26 Broadway,Rochester,43.1564,-77.6002,,Inn on Broadway
Holiday Inn Rochester Downtown,70 State St,Rochester,43.1569,-77.6136,,Holiday Inn Rochester Downtown
Residence Inn by Marriott West Rochester,500 Paddy Creek Cir,Rochester,43.2051,-77.6733,,Residence Inn by Marriott West Rochester
Courtyard by Marriott Rochester East/Penfield,1000 Linden Park,Rochester,43.1253,-77.4986,,Courtyard by Marriott Rochester East/Penfield
Towpath Motel,2323 Monroe Avenue,Rochester,43.12,-77.5575,,Towpath Motel
"Home2 Suites by Hilton Rochester Henrietta, NY",999 Jefferson Road,Rochester,43.0871,-77.6116,,"Home2 Suites by Hilton Rochester Henrietta, NY"
Holiday Inn Express Rochester - University Area,717 E Henrietta Rd,Rochester,43.1068,-77.6174,,Holiday Inn Express Rochester - University Area
"Country Inn & Suites, Rochester Airport-University Area",797 E. Henrietta Rd,Rochester,43.105,-77.6158,,"Country Inn & Suites, Rochester Airport-University Area"
Holiday Inn Hotel & Suites Rochester - Marketplace,800 Jefferson Rd,Rochester,43.0871,-77.6318,,Holiday Inn Hotel & Suites Rochester - Marketplace
Courtyard by Marriott Rochester Brighton,33 Corporate Woods,Rochester,43.1068,-77.6189,,Courtyard by Marriott Rochester Brighton
Staybridge Suites Rochester University,1000 Genesee St,Rochester,43.1304,-77.6363,,Staybridge Suites Rochester University
Lexington Hotel Rochester Airport,911 Brooks Ave,Rochester,43.1309,-77.6591,,Lexington Hotel Rochester Airport
Best Western The Inn At Rochester Airport,395 Buell Road,Rochester,43.131,-77.6659,,Best Western The Inn At Rochester Airport
Quality Inn Rochester Airport,1273 Chili Ave,Rochester,43.1393,-77.6687,,Quality Inn Rochester Airport
Fairfield Inn Marriott Rochester Airport,1200 Brooks Ave,Rochester,43.1308,-77.6689,,Fairfield Inn Marriott Rochester Airport
Radisson Hotel Rochester Airport,175 Jefferson Road,Rochester,43.0926,-77.6646,,Radisson Hotel Rochester Airport
Hilton Garden Inn Rochester University,30 Celebration Drive,Rochester,43.1232,-77.6197,,Hilton Garden Inn Rochester University
Motel 6 Rochester Airport,155 Buell Rd,Rochester,43.1364,-77.666,,Motel 6 Rochester Airport
Econo Lodge,3990 W Henrietta Road,Rochester,43.0727,-77.6445,,Econo Lodge
Hilton Garden Inn Rochester Downtown,155 E Main St,Rochester,43.1568,-77.608,,Hilton Garden Inn Rochester Downtown
Hampton Inn by Hilton Rochester Penfield,950 Panorama Trail South,Rochester,43.1242,-77.4876,,Hampton Inn by Hilton Rochester Penfield
Ramada Rock Hill at Sullivan Center,283 Rock Hill Drive,Rock Hill,41.6225,-74.5902,,Ramada Rock Hill at Sullivan Center
Windsong Retreat Bed & Breakfast,78 Katrina Falls Road,Rock Hill,41.6226,-74.6028,,Windsong Retreat Bed & Breakfast
Best Western Mill River Manor,173 Sunrise Hwy,Rockville Centre,40.6575,-73.6489,,Best Western Mill River Manor
Ramada Rockville Centre,1000 Sunrise Hwy,Rockville Centre,40.6567,-73.624,,Ramada Rockville Centre
Hampton Inn & Suites by Hilton Rockville Centre,125 Merrick Rd,Rockville Centre,40.6577,-73.6526,,Hampton Inn & Suites by Hilton Rockville Centre
Rockville Centre Inn,415 Ocean Avenue,Rockville Centre,40.6562,-73.6575,,Rockville Centre Inn
Hampton Inn Rome,1352 Floyd Avenue,Rome,43.2226,-75.4195,,Hampton Inn Rome
Wingate By Wyndham Rome,90 Dart Cir,Rome,43.2097,-75.4134,,Wingate By Wyndham Rome
Quality Inn Rome,200 S James St,Rome,43.2088,-75.4596,,Quality Inn Rome
Inn At The Beeches,"7900 Turin Road, Rt 26",Rome,43.2442,-75.4566,,Inn At The Beeches
Red Carpet Inn Rome,799 Lawrence St,Rome,43.1961,-75.4545,,Red Carpet Inn Rome
Hilton Garden Inn Islip,3485 Veterans Memorial Hwy,Ronkonkoma,40.7871,-73.1231,,Hilton Garden Inn Islip
Courtyard by Marriott Long Island MacArthur Airport,5000 Express Dr S,Ronkonkoma,40.8136,-73.1028,,Courtyard by Marriott Long Island MacArthur Airport
Rodeway Inn Macarthur Airport,3055 Veterans Memorial Hwy,Ronkonkoma,40.7883,-73.1385,,Rodeway Inn Macarthur Airport
The 1850 House Inn and Tavern,435 Main Street,Rosendale,41.8438,-74.0839,,The 1850 House Inn and Tavern
The Roslyn Hotel,1221 Old Northern Blvd,Roslyn,40.801,-73.6523,,The Roslyn Hotel
Holiday Inn Express Roslyn - Manhasset Area,1053 Northern Boulevard,Roslyn,40.7983,-73.6641,,Holiday Inn Express Roslyn - Manhasset Area
Hilton Garden Inn Roslyn,3 Harbor Park Drive,Roslyn,40.8078,-73.6569,,Hilton Garden Inn Roslyn
Courtyard by Marriott Rye,631 Midland Ave,Rye,40.9893,-73.6713,,Courtyard by Marriott Rye
Doral Arrowwood,975 Anderson Hill Rd,Rye Brook,41.0423,-73.6869,,Doral Arrowwood
Hilton Westchester,699 Westchester Ave,Rye Brook,41.0083,-73.6904,,Hilton Westchester
Goodfellos Suites,202 West Main Street,Sackets Harbor,43.9474,-76.1204,,Goodfellos Suites
Holiday Inn Express & Suites Salamanca,779 Broad St,Salamanca,42.1593,-78.744,,Holiday Inn Express & Suites Salamanca
Seneca Allegany Resort & Casino,777 Seneca Allegany Blvd,Salamanca,42.153,-78.7463,,Seneca Allegany Resort & Casino
Caldwell House Bed & Breakfast,25 Orrs Mills Road,Salisbury Mills,41.4315,-74.1227,,Caldwell House Bed & Breakfast
Kiwassa Lake Bed & Breakfast and Cabins,1150 Kiwassa Lake Rd,Saranac Lake,44.2878,-74.1583,,Kiwassa Lake Bed & Breakfast and Cabins
Best Western Mountain Lake Inn,487 Lake Flower Avenue,Saranac Lake,44.3147,-74.1194,,Best Western Mountain Lake Inn
The Saratoga Hilton,534 Broadway,Saratoga Springs,43.0858,-73.7837,,The Saratoga Hilton
Saratoga Downtowner,413 Broadway,Saratoga Springs,43.0816,-73.786,,Saratoga Downtowner
The Inn at Saratoga,231 Broadway,Saratoga Springs,43.0758,-73.7869,,The Inn at Saratoga
Comfort Inn & Suites,17 Old Gick Rd,Saratoga Springs,43.1036,-73.751,,Comfort Inn & Suites
Best Western Plus Saratoga Springs,3291 S Broadway,Saratoga Springs,43.0433,-73.7907,,Best Western Plus Saratoga Springs
Hilton Garden Inn Saratoga Springs,125 S Broadway,Saratoga Springs,43.0693,-73.7888,,Hilton Garden Inn Saratoga Springs
South Broadway Inn and Spa,120 S Broadway,Saratoga Springs,43.0695,-73.7888,,South Broadway Inn and Spa
Holiday Inn Saratoga Springs,232 Broadway,Saratoga Springs,43.0762,-73.7868,,Holiday Inn Saratoga Springs
Courtyard by Marriott Saratoga Springs,11 Excelsior Ave,Saratoga Springs,43.0884,-73.7789,,Courtyard by Marriott Saratoga Springs
Residence Inn by Marriott Saratoga Springs,295 Excelsior Ave,Saratoga Springs,43.0947,-73.7549,,Residence Inn by Marriott Saratoga Springs
Union Gables Bed & Breakfast,55 Union Ave,Saratoga Springs,43.0772,-73.7799,,Union Gables Bed & Breakfast
Saratoga Farmstead B&B,41 Locust Grove RD,Saratoga Springs,43.0943,-73.8249,,Saratoga Farmstead B&B
Community Court at Congress Park,248 Broadway,Saratoga Springs,43.0768,-73.7866,,Community Court at Congress Park
Gideon Putnam Resort And Spa,24 Gideon Putnam Rd,Saratoga Springs,43.0578,-73.7982,,Gideon Putnam Resort And Spa
Embassy Suites Saratoga Springs,86 Congress St,Saratoga Springs,43.0793,-73.7899,,Embassy Suites Saratoga Springs
Saratoga Casino Hotel,342 Jefferson St,Saratoga Springs,43.0617,-73.7786,,Saratoga Casino Hotel
The Inn At Five Points,102 Lincoln Ave,Saratoga Springs,43.0736,-73.7809,,The Inn At Five Points
Comfort Inn Saugerties,2790 Route 32,Saugerties,42.0895,-73.9734,,Comfort Inn Saugerties
Howard Johnson Inn - Saugerties,2764 Route 32,Saugerties,42.0877,-73.9741,,Howard Johnson Inn - Saugerties
Diamond Mills Hotel & Tavern,25 South Partition Street,Saugerties,42.0731,-73.9509,,Diamond Mills Hotel & Tavern
The Inn at Tamayo,89 Partition Street,Saugerties,42.0772,-73.9521,,The Inn at Tamayo
DoubleTree by Hilton Hotel Schenectady,100 Nott Terrace,Schenectady,42.8119,-73.9356,,DoubleTree by Hilton Hotel Schenectady
Days Inn Schenectady,167 Nott Terrace,Schenectady,42.8119,-73.9356,,Days Inn Schenectady
Quality Inn,2788 Hamburg Street,Schenectady,42.7725,-73.9366,,Quality Inn
Hampton Inn Schenectady,450 State St,Schenectady,42.8122,-73.9408,,Hampton Inn Schenectady
Super 8 Schenect/Albany Area,3083 Carman Rd,Schenectady,42.7641,-73.9393,,Super 8 Schenect/Albany Area
Americas Best Value Inn-Schenectady/Albany West,759 State St,Schenectady,42.8089,-73.9364,,Americas Best Value Inn-Schenectady/Albany West
Courtyard by Marriott Schenectady at Mohawk Harbor,240 Harborside Drive,Schenectady,42.8265,-73.9316,,Courtyard by Marriott Schenectady at Mohawk Harbor
The Parker Inn & Suites,434 State Street,Schenectady,42.8125,-73.9414,,The Parker Inn & Suites
The Glen Sanders Mansion,1 Glen Avenue,Schenectady,42.8232,-73.9596,,The Glen Sanders Mansion
Quality Inn & Suites,160 Holiday Way,Schoharie,42.7033,-74.3144,,Quality Inn & Suites
Tumble Inn,875 US Rt 9,Schroon Lake,43.8262,-73.773,,Tumble Inn
Beautiful Valley Guesthouse,68 Main Street,Scottsville,43.0196,-77.7536,,Beautiful Valley Guesthouse
Hampton Inn Seneca Falls,1950 Balsey Rd,Seneca Falls,42.9071,-76.8316,,Hampton Inn Seneca Falls
Microtel Inn & Suites by Wyndham Seneca Falls,1966 Route 5 And 20,Seneca Falls,42.9035,-76.8314,,Microtel Inn & Suites by Wyndham Seneca Falls
John Morris Manor Bed & Breakfast,2138 Route 89,Seneca Falls,42.922,-76.7514,,John Morris Manor Bed & Breakfast
The Gould Hotel,108 Falls Street,Seneca Falls,42.9108,-76.799,,The Gould Hotel
Travelers Inn,925 Chestnut St & Highway 20,Sharon Springs,42.7899,-74.6253,,Travelers Inn
The Checkered Moose Inn,12 S Main Street,Sherburne,42.6767,-75.4982,,The Checkered Moose Inn
Super 8 - Sidney,4 Mang Dr,Sidney,42.2998,-75.41,,Super 8 - Sidney
Americas Best Value Inn,755 Smithtown Bypass,Smithtown,40.851,-73.1625,,Americas Best Value Inn
La Quinta Inn & Suites JFK Airport,11126 Van Wyck Expy,South Ozone Park,40.6838,-73.8067,,La Quinta Inn & Suites JFK Airport
Econo Lodge South Ozone Park,113-18 Rockaway Blvd,South Ozone Park,40.6771,-73.8251,,Econo Lodge South Ozone Park
Holiday Inn Express Stony Brook,3131 Nesconset Hwy,South Setauket,40.8887,-73.0971,,Holiday Inn Express Stony Brook
The Atlantic,1655 County Road 39,Southampton,40.8954,-72.4541,,The Atlantic
Hotel Ze,136 Main Street,Southampton,40.888,-72.3899,,Hotel Ze
Capri,281 County Road 39A,Southampton,40.8992,-72.3893,,Capri
Humble Hill Farm and Lodge,467 Tallow Hill Rd,Spencer,42.2465,-76.4233,,Humble Hill Farm and Lodge
