Name,Location,city,latitude,longitude
The Pines Inn Lake Placid,2302 Saranac Ave,Lake Placid,44.2927,-73.9892
The Whiteface Lodge,7 Whiteface Inn Ln,Lake Placid,44.2969,-74.0088
Mirror Lake Inn Resort & Spa,77 Mirror Lake Drive,Lake Placid,44.2939,-73.9822
Best Western Adirondack Inn,2625 Main Street,Lake Placid,44.2841,-73.9843
Rodeway Inn Lakeville,6001 Big Tree Rd,Lakeville,42.8310,-77.6927
Rogues' Harbor Inn,2079 East Shore Drive,Lansing,42.5368,-76.5060
Hilton Garden Inn Albany Airport,800 Albany Shaker Rd,Latham,42.7472,-73.8187
Comfort Inn Latham - Albany North,981 New Loudon Rd (Route 9),Latham,42.7691,-73.7538
La Quinta Inn & Suites Latham Albany Airport,833 New Loudon Road,Latham,42.7511,-73.7599
"The Century House, an Ascend Hotel Collection Member",997 New Loudon Rd,Latham,42.7707,-73.7535
Days Inn Albany Airport,20 Airport Park Blvd,Latham,42.7539,-73.8150
Super 8 Latham / Albany Troy Area,681 Troy Schenectady Road,Latham,42.7556,-73.7747
Microtel Inn by Wyndham Albany Airport,7 Rensselaer Ave,Latham,42.7534,-73.7720
Hotel Indigo Albany Latham,254 Wolf Road,Latham,42.7293,-73.7956
Hampton Inn & Suites Albany Airport,45 British American Blvd,Latham,42.7689,-73.8203
Golden Circle Inn,706 New Loudon Road,Latham,42.7394,-73.7620
Travelodge Inn and Suites Latham,831 New Loudon Rd,Latham,42.7506,-73.7601
Residence Inn by Marriott Albany Airport,1 Residence Inn Dr,Latham,42.7650,-73.8107
Albany Airport Hotel,954 New Loudon Road,Latham,42.7658,-73.7548
Holiday Inn Express Hotel and Suites Latham,400 Old Loudon Rd,Latham,42.7617,-73.7539
Quality Inn & Suites Albany Airport,611 Troy-Schenectady Rd.,Latham,42.7545,-73.7703
TownePlace Suites Latham Albany Airport,5 Forts Ferry Road,Latham,42.7558,-73.7736
Brookside Inn At Laurens,99 Main St,Laurens,42.5325,-75.0863
Five Towns Inn - JFK Airport,655 Rockaway Tpke,Lawrence,40.6329,-73.7391
Niagara Crossing Hotel & Spa,100 Center Street,Lewiston,43.1734,-79.0478
AARTPARK HOTEL INN at LEWISTON,280 Portage Road,Lewiston,43.1700,-79.0324
Unique 1950's Retro-style House,230 N Water Street,Lewiston,43.1753,-79.0483
Knights Inn Liberty,2067 Route 52,Liberty,41.7876,-74.7291
Days Inn Liberty,52 Sullivan Ave,Liberty,41.7828,-74.7288
North Fork Bed and Breakfast/Gifts,219 Baker Road,Lisbon,44.7111,-75.2729
Canal Side Inn,395 Canal Place,Little Falls,43.0406,-74.8588
Travelodge Little Falls,20 Albany Street,Little Falls,43.0424,-74.8593
Overlook Mansion,55 Douglas Street,Little Falls,43.0487,-74.8594
Staybridge Suites Liverpool Syra,439 Electronics Pkwy,Liverpool,43.1024,-76.1871
Quality Inn near Destiny USA,401 7th North St,Liverpool,43.0909,-76.1693
Hampton Inn Syracuse Clay,3948 State Route 31,Liverpool,43.1841,-76.2385
Maplewood Suites Extended Stay,400 7th North St,Liverpool,43.0912,-76.1695
Homewood Syracuse/Liverpool,275 Elwood Davis Rd,Liverpool,43.0983,-76.1777
Best Western Plus Liverpool - Syracuse Inn & Suites,136 Transistor Pkwy,Liverpool,43.1056,-76.1880
Hampton Inn Syracuse - North (Airport Area),417 7th North St,Liverpool,43.0918,-76.1707
Super 8 Liverpool/Clay/Syracuse Area,7360 Oswego Rd,Liverpool,43.1270,-76.2182
Super 8 Liverpool/Syracuse Area,421 7th North Street,Liverpool,43.0920,-76.1711
Knights Inn Syracuse/Liverpool,430 Electronics Pkwy,Liverpool,43.1004,-76.1888
Holiday Inn Syracuse-Liverpool-Exit 37,441 Electronics Pkwy,Liverpool,43.1015,-76.1876
Fairfield Inn by Marriott Syracuse Clay,3979 Route 31,Liverpool,43.1870,-76.2352
Quality Inn,551 S Transit St,Lockport,43.1526,-78.6969
Best Western Plus Lockport Hotel,515 S Transit Street,Lockport,43.1532,-78.6969
Hampton Inn Lockport - Buffalo,6082 Transit Road,Lockport,43.1296,-78.6969
The Fox and the Grapes Bed & Breakfast,9496 State Route 414,Lodi,42.5643,-76.8616
Allegria Hotel,80 West Broadway,Long Beach,40.5846,-73.6668
Long Beach Hotel,405 East Broadway,Long Beach,40.5849,-73.6521
Ramada Long Island City,3830 Crescent St,Long Island City,40.7551,-73.9365
Hotel Vetiver,29-11 39th Avenue,Long Island City,40.7533,-73.9340
Best Western Plaza Hotel,3934 21st Street,Long Island City,40.7557,-73.9408
"Country Inn & Suites By Carlson, New York City in Queens, NY",4034 Crescent St,Long Island City,40.7526,-73.9387
Wyndham Garden Long Island City Manhattan View,44-29 9th Street,Long Island City,40.7498,-73.9520
Fairfield Inn & Suites New York Queens/Queensboro Bridge,2927 40th Rd,Long Island City,40.7514,-73.9352
Nesva Hotel,39-12 29th Street,Long Island City,40.7532,-73.9348
Four Points by Sheraton Long Island City Queensboro Bridge,27-05 39th Avenue,Long Island City,40.7544,-73.9360
Z NYC Hotel,11-01 43rd Avenue,Long Island City,40.7518,-73.9481
La Quinta Inn Queens (New York City),37-18 Queens Blvd,Long Island City,40.7440,-73.9272
City View Inn,3317 Greenpoint Ave,Long Island City,40.7359,-73.9339
Quality Inn,30-03 40th Ave,Long Island City,40.7519,-73.9345
Comfort Inn Long Island City,42-24  Crescent St,Long Island City,40.7499,-73.9412
Fairfield Inn New York Long Island City/Manhattan View,52-34 Van Dam Street,Long Island City,40.7363,-73.9363
Days Inn Long Island City,31-36 Queens Blvd,Long Island City,40.7452,-73.9336
Holiday Inn - Long Island City - Manhattan View,39-05 29th Street,Long Island City,40.7534,-73.9346
Red Roof Inn Queens,3805 Hunters Point Ave.,Long Island City,40.7369,-73.9285
Sleep Inn,38-71 13th St,Long Island City,40.7561,-73.9416
Ravel Hotel,8-08 Queens Plaza South,Long Island City,40.7541,-73.9491
Home2 Suites by Hilton NY Long Island City/Manhattan View,39-06 30th St.,Long Island City,40.7531,-73.9337
The Paper Factory Hotel,37-06 36th street,Long Island City,40.7527,-73.9274
Howard Johnson Long Island City,38-61 12th Street,Long Island City,40.7567,-73.9422
Hilton Garden Inn New York Long Island City,29-21 41st Avenue,Long Island City,40.7502,-73.9367
The Local,13-02 44th Avenue,Long Island City,40.7497,-73.9476
The Boro Hotel,38-28 27th Street,Long Island City,40.7546,-73.9358
LIC Hotel,44-04 21st Street,Long Island City,40.7494,-73.9468
"The Vue Hotel, an Ascend Hotel Collection Member",40-47 22nd Street,Long Island City,40.7536,-73.9412
Courtyard Long Island City/New York Manhattan View,29-15 Queens Plaza North,Long Island City,40.7499,-73.9377
Aloft Long Island City - Manhattan View,27-45 Jackson Ave,Long Island City,40.7484,-73.9398
Motel 6 Long Island City NY,2632 Skillman Avenue,Long Island City,40.7440,-73.9411
Holiday Inn Express Lynbrook,1 Sunrise Hwy,Lynbrook,40.6568,-73.6574
Capri Lynbrook Motor Inn,5 Freer Street,Lynbrook,40.6562,-73.6836
Red Roof Inn PLUS+ & Suites Malone,42 Finney Blvd,Malone,44.8474,-74.3008
Econo Lodge Malone,227 W Main St,Malone,44.8483,-74.3073
Holiday Inn Express Hotel & Suites Malone,3351 State Route 11,Malone,44.8478,-74.3162
Fairfield Inn & Suites by Marriott Saratoga Malta,101 Saratoga Village Blvd,Malta,42.9674,-73.8000
Hyatt Place Saratoga Malta,20 State Farm Pl,Malta,42.9689,-73.8048
Home2 Suites by Hilton Saratoga/Malta,103 Saratoga Village Boulevard,Malta,42.9673,-73.7998
Manchester Inn,4078 Route 96,Manchester,42.9748,-77.2269
Travelodge Manhasset,1177 Northern Blvd.,Manhasset,40.7910,-73.7024
Mountain Treasure Bed and Breakfast,408 County Route 40,Maplecrest,42.2751,-74.1943
Margaretville Mtn Inn B&B and Village Suites,1478 Margaretville Mtn Road,Margaretville,42.1673,-74.6685
Saint Huberts Lodge,626 Lattintown Road,Marlboro,41.6360,-73.9937
Comfort Inn & Suites LaGuardia Airport,60-30 Maurice Ave,Maspeth,40.7291,-73.9051
Holiday Inn Express Maspeth,59-40 55th Road,Maspeth,40.7267,-73.9073
Best Western Bar Harbour Inn,5080 Sunrise Highway,Massapequa Park,40.6779,-73.4461
Super 8 Massena NY,84 Grove St,Massena,44.9236,-74.8859
Quality Inn Massena,10 W Orvis St,Massena,44.9304,-74.8931
Econo Lodge Massena,15054 State highway 37,Massena,44.9237,-74.9457
Days Inn Cortland / McGraw,3775 Us Route 11,McGraw,42.5896,-76.1330
Fairfield Inn by Marriott Medford Long Island,2695 Route 112,Medford,40.8212,-72.9980
Comfort Inn Medford,2695 Route 112,Medford,40.8222,-72.9975
112 Motel,2001 Route 112,Medford,40.8072,-73.0030
Melville Marriott Long Island,1350 Walt Whitman Rd,Melville,40.7840,-73.4225
Extended Stay America - Long Island - Melville,100 Spagnoli Rd,Melville,40.7625,-73.4274
Hilton Long Island Huntington,598 Broad Hollow Rd,Melville,40.7637,-73.4235
Courtyard by Marriott Middletown,24 Crystal Run Xing,Middletown,41.4465,-74.3648
Microtel Inn & Suites by Wyndham Middletown,19 Crystal Run Crossing,Middletown,41.4458,-74.3651
Hampton Inn by Hilton Middletown,20 Crystal Run Crossing,Middletown,41.4465,-74.3648
Super 8 Middletown,563 Route 211 E,Middletown,41.4631,-74.3736
Holiday Inn Middletown - Goshen,68 Crystal Run Rd,Middletown,41.4472,-74.3611
Home2 Suites by Hilton Middletown,600 Route 211 East,Middletown,41.4631,-74.3689
Cooperstown Inn and Suites at the Ballpark,4470 State Highway 28,Milford,42.6335,-74.9644
Apple Inn and Suites,3634 State Hwy 28,Milford,42.5800,-74.9480
Buttermilk Falls Inn,220 North Road,Milton,41.6669,-73.9561
James Motel,370 State Route 17M,Monroe,41.3155,-74.1678
Montauk Yacht Club Resort And Marina,32 Star Island Rd,Montauk,41.0688,-71.9333
Montauk Blue Hotel,108 S Emerson Ave,Montauk,41.0327,-71.9441
Gurney's Montauk Resort & Seawater Spa,290 Old Montauk Highway,Montauk,41.0164,-71.9915
Haven Montauk,533 Westlake Drive,Montauk,41.0746,-71.9422
Super 8 - Montgomery/Maybrook Area,207 Montgomery Rd,Montgomery,41.5076,-74.2142
Holiday Inn Express & Suites Montgomery,2105 Route 208,Montgomery,41.5159,-74.2095
Borland House Inn,130 Clinton Street,Montgomery,41.5265,-74.2365
Best Western Monticello,16 Raceway Rd,Monticello,41.6635,-74.7033
Super 8 Monticello NY,290 Broadway,Monticello,41.6516,-74.6740
Inn at Monticello,392 Broadway,Monticello,41.6544,-74.6831
Holiday Inn Mt. Kisco,1 Holiday Inn Dr,Mount Kisco,41.2188,-73.7258
Allegiance Bed and Breakfast,145 Main Street,Mount Morris,42.7215,-77.8716
Country Inn and Suites By Carlson Mount Morris NY,130 N Main St,Mount Morris,42.7367,-77.8806
Hampton Inn Nanuet,260 W Route 59,Nanuet,41.1003,-74.0224
Hilton Garden Inn Nanuet,270 W Route 59,Nanuet,41.1005,-74.0227
DoubleTree by Hilton Hotel Nanuet,425 E Route 59,Nanuet,41.0913,-73.9959
Days Inn Nanuet Spring Valley,367 W Route 59,Nanuet,41.1025,-74.0280
Candlewood Suites Nanuet - Rockland County,20 Overlook Blvd,Nanuet,41.1081,-74.0259
Bristol Views Bed and Breakfast,6932 County Rd. 12,Naples,42.6843,-77.3756
Monier Manor,154 N Main St,Naples,42.6203,-77.3997
Days Inn Middletown,4939 Route 17 M,New Hampton,41.4084,-74.4117
Hampton Inn and Suites New Hartford/Utica,201 Woods Park Drive,New Hartford,43.0872,-75.3286
Ramada New Hartford,141 New Hartford St,New Hartford,43.0855,-75.2968
Holiday Inn Utica,1777 Burrstone Rd,New Hartford,43.0948,-75.2851
Homewood Suites by Hilton New Hartford Utica,185 Woods Park Drive,New Hartford,43.0912,-75.3329
TownePlace Suites by Marriott New Hartford,4760 Middle Settlement Road,New Hartford,43.0956,-75.3168
Americas Best Value Inn-New Paltz,7 Terwilliger Ln,New Paltz,41.7415,-74.0673
Rodeway Inn & Suites,601 Main Street,New Paltz,41.7396,-74.0501
Econo Lodge New Paltz,530 Main St,New Paltz,41.7402,-74.0538
New Paltz Hostel,145 Main St,New Paltz,41.7475,-74.0820
Hampton Inn by Hilton New Paltz,4 South Putt Corners Road,New Paltz,41.7408,-74.0678
Radisson Hotel New Rochelle,1 Radisson Plz,New Rochelle,40.9144,-73.7782
Residence Inn By Marriott New Rochelle,35 Le Count Pl,New Rochelle,40.9113,-73.7807
Days Inn Newburgh Stewart International,915 Union Ave,New Windsor,41.4943,-74.0745
Homewood Suites Stewart Airport,180 Breunig Rd,New Windsor,41.4862,-74.0970
Econo Lodge Near Stewart Inter,310 Windsor Hwy,New Windsor,41.4651,-74.0505
Dumont NYC-an Affinia hotel,150 E. 34th Street at Lexington Avenue,New York,40.7462,-73.9793
Park Central New York,870 7th Ave,New York,40.7645,-73.9808
Blakely New York,136 W 55th St,New York,40.7637,-73.9797
Pod 39,145 East 39th Street,New York,40.7493,-73.9767
Sheraton Tribeca New York Hotel,370 Canal Street,New York,40.7210,-74.0042
Chelsea Savoy Hotel,204 W 23rd Street,New York,40.7442,-73.9960
"Distrikt Hotel New York City, an Ascend Collection Hotel",342 W 40th St,New York,40.7568,-73.9927
Element New York Times Square West,311 West 39th Street,New York,40.7557,-73.9919
Hyatt Union Square New York,134 Fourth Avenue,New York,40.7335,-73.9899
Hyatt Centric Times Square New York,135 W 45th St,New York,40.7574,-73.9842
"Hudson New York, Central Park",358 W 58th St,New York,40.7684,-73.9848
Excelsior Hotel,45 W 81st St,New York,40.7830,-73.9739
WestHouse New York,201 West 55th Street,New York,40.7644,-73.9814
DoubleTree Suites by Hilton New York City - Times Square,1568 Broadway,New York,40.7590,-73.9848
The Westin New York at Times Square,270 W 43rd Street,New York,40.7578,-73.9890
Paramount Times Square,235 West 46th Street,New York,40.7595,-73.9871
New York Hilton Midtown,1335 Avenue Of The Americas,New York,40.7623,-73.9787
DoubleTree by Hilton New York City - Financial District,8 Stone St,New York,40.7040,-74.0124
The Franklin Hotel,164 E 87th St,New York,40.7799,-73.9544
Refinery Hotel,63 W 38th St,New York,40.7521,-73.9855
DoubleTree by Hilton Hotel New York - Times Square South,341 West 36th Street,New York,40.7542,-73.9943
DoubleTree by Hilton New York City - Chelsea,128 West 29th Street,New York,40.7472,-73.9913
W New York - Times Square,1567 Broadway At 47th St,New York,40.7594,-73.9851
The Redbury New York,29 East 29th Street,New York,40.7450,-73.9843
The Westin New York Grand Central,212 East 42nd Street,New York,40.7504,-73.9738
"The Roosevelt Hotel, New York City",45 E 45th Street,New York,40.7546,-73.9775
Hotel St. James,109 W. 45TH ST.,New York,40.7570,-73.9833
Flatiron Hotel,9 West 26th Street,New York,40.7439,-73.9894
The Gallivant Times Square,234 W 48th St,New York,40.7607,-73.9862
Ace Hotel New York,20 West 29th Street,New York,40.7459,-73.9882
The Pearl New York,233 West 49th Street,New York,40.7613,-73.9857
YOTEL New York at Times Square,570 Tenth Avenue,New York,40.7592,-73.9958
Four Points by Sheraton Midtown-Times Square,326 W 40th Sreet,New York,40.7566,-73.9922
Shelburne NYC-an Affinia hotel,303 Lexington Avenue,New York,40.7485,-73.9782
Viceroy Central Park New York,120 W 57th St,New York,40.7648,-73.9783
Staybridge Suites Times Square,340 W 40 Street,New York,40.7567,-73.9926
Empire Hotel,44 W 63rd St,New York,40.7716,-73.9826
The Iroquois New York,49 West 44th Street,New York,40.7557,-73.9821
The Lucerne Hotel,201 W 79th St,New York,40.7833,-73.9787
Hyatt Place New York Midtown South,52 West 36th Street,New York,40.7506,-73.9857
The Mansfield Hotel,12 W 44th St,New York,40.7552,-73.9810
New York Marriott Marquis,1535 Broadway,New York,40.7582,-73.9855
NYLO New York City,2178 Broadway at W 77th St,New York,40.7823,-73.9803
Residence Inn New York Manhattan/Central Park,1717 Broadway,New York,40.7643,-73.9825
Hampton Inn Manhattan Soho,54 Watts St,New York,40.7237,-74.0053
Kimpton Hotel Eventi,851 Avenue of the Americas,New York,40.7472,-73.9897
Travel Inn Hotel,515 W 42nd St,New York,40.7599,-73.9961
Andaz Wall Street - a concept by Hyatt,75 Wall St,New York,40.7050,-74.0076
The Premier New York Times Square,133 W 44th St,New York,40.7567,-73.9845
The Nolitan,30 Kenmare St,New York,40.7207,-73.9953
The Kimberly Hotel & Suites,145 E 50th St,New York,40.7561,-73.9715
Park Lane Hotel,36 Central Park S,New York,40.7652,-73.9752
NoMo SoHo,9 Crosby Street,New York,40.7199,-74.0003
InterContinental - New York Times Square,300 W 44th St,New York,40.7587,-73.9893
"The Renwick Hotel New York City, Curio Collection by Hilton",118 E 40th St,New York,40.7504,-73.9775
Hampton Inn Times Square North,851 8th Ave,New York,40.7632,-73.9855
Four Points by Sheraton Manhattan SoHo Village,66 Charlton St,New York,40.7272,-74.0060
Courtyard New York Manhattan/Times Square West,307 W 37th St,New York,40.7544,-73.9927
The Tuscany - A St Giles Signature Hotel,120 E 39th Street,New York,40.7498,-73.9781
World Center Hotel,144 Washington St,New York,40.7095,-74.0139
Wyndham New Yorker,481 Eighth Ave.,New York,40.7525,-73.9932
The Kitano New York,66 Park Ave,New York,40.7496,-73.9796
Omni Berkshire Place,21 E 52nd Street,New York,40.7593,-73.9750
Row NYC,700 8th Avenue,New York,40.7591,-73.9884
The Manhattan at Times Square Hotel,790 7th Ave,New York,40.7621,-73.9826
Residence Inn by Marriott New York Manhattan/Times Square,1033 Avenue Of The Americas,New York,40.7527,-73.9857
Wellington Hotel,871 Seventh Ave,New York,40.7645,-73.9808
Hotel Sofitel New York,45 W 44th St,New York,40.7556,-73.9819
Hilton Garden Inn Tribeca,39 Avenue of the Americas,New York,40.7211,-74.0053
Hilton New York Fashion District,152 W 26th Street,New York,40.7457,-73.9936
The Marmara Manhattan,301 E 94th St,New York,40.7829,-73.9478
Ameritania at Times Square,230 W 54th Street,New York,40.7642,-73.9828
Stewart Hotel,371 7th Ave,New York,40.7489,-73.9922
Crowne Plaza Times Square Manhattan,1605 Broadway At 49th St,New York,40.7603,-73.9848
The Gotham Hotel,16 E 46th St,New York,40.7557,-73.9781
TRYP By Wyndham Times Square South,345 W 35th Street,New York,40.7536,-73.9947
Novotel New York - Times Square,226 W 52nd St,New York,40.7629,-73.9836
Amsterdam Court Hotel,226 W 50th St,New York,40.7618,-73.9851
La Quinta Inn & Suites New York City Central Park,31 W 71st St,New York,40.7761,-73.9778
"Marriott Vacation Club Pulse, New York City",33 West 37 Street,New York,40.7511,-73.9850
Andaz 5th Avenue - a concept by Hyatt,485 5th Ave,New York,40.7529,-73.9813
Night Hotel Times Square,157 West 47th Street,New York,40.7590,-73.9841
Hilton Garden Inn New York/Manhattan-Chelsea,121 W 28th St,New York,40.7465,-73.9916
Best Western Premier Herald Square,50 W 36th St,New York,40.7505,-73.9856
Holiday Inn Express - New York City Chelsea,232 W 29th St,New York,40.7485,-73.9945
DoubleTree by Hilton Metropolitan - New York City,569 Lexington Ave,New York,40.7570,-73.9721
Gardens NYC-an Affinia hotel,215 E 64th St,New York,40.7642,-73.9633
The Wall Street Inn,9 S William St,New York,40.7047,-74.0105
Millenium Hilton,55 Church Street,New York,40.7112,-74.0107
Le Parker Meridien New York,119 W. 56th Street,New York,40.7641,-73.9787
Holiday Inn Express New York City- Wall Street,126 Water St,New York,40.7054,-74.0071
Wyndham Garden Chinatown,93 Bowery,New York,40.7170,-73.9956
Hotel Pennsylvania,401 7th Ave,New York,40.7500,-73.9914
The Evelyn Hotel,7 E 27th St,New York,40.7438,-73.9871
Millennium Broadway New York Times Square,145 W 44th St,New York,40.7569,-73.9849
Hampton Inn New York - 35th Street - Empire State Building,59 W 35th St,New York,40.7501,-73.9865
The James New York,27 Grand St,New York,40.7228,-74.0047
Cassa Hotel 45th Street,70 West 45th St.,New York,40.7565,-73.9821
"Club Quarters Hotel, Grand Central",128 East 45th Street,New York,40.7533,-73.9744
The Jewel facing Rockefeller Center,11 West 51st Street,New York,40.7596,-73.9778
Hotel Edison,228 W 47th St,New York,40.7598,-73.9860
The Lombardy,111 E 56th St,New York,40.7607,-73.9706
Dream Midtown,210 West 55th Street,New York,40.7646,-73.9818
Comfort Inn Times Square South Area,305 West 39th Street,New York,40.7556,-73.9917
Courtyard by Marriott New York Manhattan/SoHo,181 Varick St,New York,40.7275,-74.0055
Loews Regency New York Hotel,540 Park Avenue,New York,40.7645,-73.9689
Holiday Inn Manhattan 6th Ave - Chelsea,125 W 26th St,New York,40.7452,-73.9924
Holiday Inn Express New York City Fifth Avenue,15 West 45th Street,New York,40.7558,-73.9803
Holiday Inn Express Manhattan Times Square South,60 West 36th Street,New York,40.7511,-73.9869
Hilton Garden Inn Times Square,790 Eighth Ave.,New York,40.7611,-73.9870
Sheraton New York Times Square Hotel,811 7th Ave,New York,40.7626,-73.9821
Residence Inn by Marriott New York Manhattan/Midtown East,148 E 48th St,New York,40.7551,-73.9729
Lotte New York Palace,455 Madison Ave,New York,40.7582,-73.9745
"Club Quarters Hotel, opposite Rockefeller Center",25 West 51st St Entrance A,New York,40.7598,-73.9784
Dream Downtown,355 W 16th St,New York,40.7420,-74.0037
Grand Hyatt New York,109 East 42nd Street,New York,40.7517,-73.9766
"The Lexington New York City, Autograph Collection",511 Lexington Ave at 48th St.,New York,40.7551,-73.9734
Waldorf Astoria New York,301 Park Avenue,New York,40.7566,-73.9743
Trump Soho New York,246 Spring Street,New York,40.7256,-74.0056
The Roger,131 Madison Ave,New York,40.7458,-73.9844
SpringHill Suites by Marriott New York Midtown Manhattan,25 West 37th St,New York,40.7510,-73.9847
Hampton Inn Manhattan/United Nations,231 E 43rd St,New York,40.7507,-73.9723
Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,325 W 33rd St,New York,40.7521,-73.9953
Hilton Times Square,234 W 42nd St,New York,40.7568,-73.9887
Fairfield Inn by Marriott New York Manhattan/Times Square,330 West 40th Street,New York,40.7567,-73.9924
Courtyard by Marriott New York Manhattan/Herald Square,71 W 35th St,New York,40.7504,-73.9871
Bentley Hotel,500 E 62nd St,New York,40.7606,-73.9583
Courtyard by Marriott New York City Manhattan Fifth Avenue,3 E 40th St,New York,40.7520,-73.9813
The Shoreham Hotel,33 West 55th Street,New York,40.7623,-73.9765
Soho Garden Hotel,276 Canal Street,New York,40.7192,-74.0017
Hampton Inn New York Chelsea,108 W 24th St,New York,40.7438,-73.9930
Candlewood Suites New York City-Times Square,339 W 39th Street,New York,40.7562,-73.9931
Wingate by Wyndham Manhattan Midtown,235 W 35th St,New York,40.7522,-73.9914
United Nations Apartment Hotel,302 E 45th St,New York,40.7515,-73.9704
ONE UN New York,One United Nations Plaza,New York,40.7505,-73.9698
Hampton Inn Manhattan/Downtown-Financial District,32 Pearl St,New York,40.7032,-74.0125
Holiday Inn New York City - Wall Street,51 Nassau St.,New York,40.7089,-74.0091
Pod 51,230 E 51st St,New York,40.7559,-73.9690
Washington Jefferson Hotel,318 W 51st St,New York,40.7635,-73.9869
The Time New York,224 West 49th Street,New York,40.7611,-73.9853
Belnord Hotel,209 West 87th Street,New York,40.7887,-73.9753
Courtyard by Marriott New York Manhattan / Chelsea,135 West 30th Street,New York,40.7480,-73.9914
The Moderne,243 W 55th St,New York,40.7651,-73.9830
The Belvedere Hotel,319 W 48th St,New York,40.7615,-73.9882
Gansevoort Park Avenue NYC,420 Park Ave South,New York,40.7439,-73.9838
Holiday Inn Express New York City Times Square,343 W 39th Street,New York,40.7562,-73.9932
West Side YMCA,5 West 63rd Street,New York,40.7708,-73.9807
The Gregory,42 W 35th St,New York,40.7499,-73.9860
Park South Hotel,124 E 28th,New York,40.7429,-73.9831
The Kimpton Muse Hotel,130 W 46th St,New York,40.7580,-73.9836
Dylan Hotel NYC,52 E 41st St,New York,40.7519,-73.9793
W New York - Downtown,8 Albany Street,New York,40.7095,-74.0139
Hotel 48LEX New York,517 Lexington Avenue,New York,40.7553,-73.9732
Comfort Inn Midtown West,548 W 48th Street,New York,40.7643,-73.9948
Hotel Henri by Wyndham,37 W 24th Street,New York,40.7431,-73.9912
Hotel Elysee by Library Hotel Collection,60 E 54th St,New York,40.7601,-73.9730
W New York,541 Lexington Ave,New York,40.7562,-73.9727
Duane Street Hotel Tribeca,130 Duane St,New York,40.7160,-74.0073
Casablanca Hotel by Library Hotel Collection,147 W 43rd St,New York,40.7563,-73.9855
Americana Inn,69 W 38th St,New York,40.7522,-73.9856
Warwick New York,65 W 54th St,New York,40.7623,-73.9783
Kimpton Ink48 Hotel,653 11th Avenue,New York,40.7645,-73.9957
Hampton Inn Manhattan/Times Square South,337 West 39th Street,New York,40.7561,-73.9930
"Carlton Hotel, Autograph Collection",88 Madison Avenue,New York,40.7444,-73.9855
Salisbury Hotel,123 W 57th St,New York,40.7648,-73.9784
"GEM Hotel - Chelsea, an Ascend Hotel Collection Member",300 W 22nd Street,New York,40.7447,-73.9991
The Marcel at Gramercy,201 E 24th St,New York,40.7394,-73.9823
Hilton Garden Inn New York/West 35th Street,63 West 35th Street,New York,40.7502,-73.9867
Iberostar 70 Park Avenue,70 Park Ave,New York,40.7498,-73.9795
Hyatt Herald Square New York,30 W 31st St,New York,40.7472,-73.9875
"Club Quarters Hotel, Wall Street",52 William St,New York,40.7069,-74.0091
Washington Square Hotel,103 Waverly Pl,New York,40.7323,-73.9987
Renaissance New York Hotel 57,130 East 57th Street,New York,40.7610,-73.9695
36 Hudson Hotel,"449 West 36th Street, Midtown West",New York,40.7556,-73.9977
"The Algonquin Hotel Times Square, Autograph Collection",59 W 44th St,New York,40.7558,-73.9824
The Library Hotel by Library Hotel Collection,299 Madison Ave,New York,40.7522,-73.9797
Holiday Inn Express New York - Manhattan West Side,538 West 48th Street,New York,40.7642,-73.9945
Hotel 31,120 E 31st St,New York,40.7447,-73.9817
Hotel Belleclaire,250 W 77th St,New York,40.7826,-73.9812
City Club Hotel,55 W 44th St,New York,40.7558,-73.9823
Vanderbilt YMCA,224 East 47th Street,New York,40.7534,-73.9710
The Manhattan Club,200 West 56th Street,New York,40.7650,-73.9810
The Benjamin,125 E 50th St,New York,40.7564,-73.9721
"Club Quarters Hotel, World Trade Center",140 Washington St,New York,40.7095,-74.0139
Fitzpatrick Manhattan Hotel,687 Lexington Ave,New York,40.7607,-73.9693
JW Marriott Essex House New York,160 Central Park S,New York,40.7665,-73.9783
The London NYC,151 W 54th St,New York,40.7633,-73.9807
NH New York Jolly Madison Towers,22 East 38th Street,New York,40.7501,-73.9808
The Milburn Hotel,242 W 76th St,New York,40.7820,-73.9817
"The Pierre, A Taj Hotel, New York",2 E 61st St,New York,40.7653,-73.9722
Fitzpatrick Grand Central,141 E 44th St,New York,40.7525,-73.9745
New York Inn,765 8th Ave,New York,40.7602,-73.9876
The Bryant Park Hotel,40 W 40th St,New York,40.7530,-73.9837
Conrad New York,102 North End Avenue,New York,40.7151,-74.0160
The SunBright,140 Hester Street,New York,40.7174,-73.9959
Bowery Grand Hotel,143 Bowery,New York,40.7190,-73.9945
Royalton Times Square,44 W 44th St,New York,40.7557,-73.9822
Broadway Plaza Hotel,1155 Broadway,New York,40.7444,-73.9889
Off Soho Suites Hotel,11 Rivington St,New York,40.7213,-73.9927
Hotel 17,225 E 17th St,New York,40.7347,-73.9847
Hotel Mela Times Square,120 W 44th St,New York,40.7566,-73.9842
The Court - A St Giles Hotel,130 East 39th Street,New York,40.7497,-73.9778
The Jane Hotel,113 Jane St,New York,40.7382,-74.0097
The Roger Smith Hotel,501 Lexington Ave,New York,40.7548,-73.9736
Hampton Inn Madison Square Garden Area Hotel,116 W 31 Street,New York,40.7483,-73.9900
Hotel Newton,2528 Broadway,New York,40.7937,-73.9724
