Name,Location,city,latitude,longitude
Capital Inn & Suites,110 Columbia Turnpike,Rensselaer,42.6232,-73.7385
Holiday Inn Express Hotel & Suites East Greenbush,8 Empire Dr,Rensselaer,42.6332,-73.7022
The Lake House Townhouses,10 Gould Ave,Richfield Springs,42.8551,-74.9849
Holiday Inn Express Hotel & Suites Long Island-East End,1707 Old Country Rd,Riverhead,40.9244,-72.7021
Hyatt Place Long Island East End,451 East Main Street,Riverhead,40.9188,-72.6562
Hotel Indigo East End,1830 W Main St,Riverhead,40.9186,-72.7211
Hilton Garden Inn Riverhead,2038 Old Country Rd,Riverhead,40.9225,-72.7155
Budget Host East End Hotel in Riverhead,30 Lake Avenue,Riverhead,40.9134,-72.6631
Greenview Inn Riverhead,1433 W Main St,Riverhead,40.9165,-72.6995
The East Avenue Inn & Suites,384 East Avenue,Rochester,43.1549,-77.5938
Country Inn & Suites Rochester-Pittsford-Brighton,2835 Monroe Avenue,Rochester,43.1109,-77.5476
"Homewood Suites by Hilton Rochester/Greece, NY",400 Center Place Dr,Rochester,43.2084,-77.6717
Hampton Inn & Suites Rochester/Henrietta,280 Clay Rd,Rochester,43.0860,-77.6179
Microtel Inn & Suites by Wyndham Chili/Rochester Airport,3258 Chili Ave,Rochester,43.1036,-77.7533
Comfort Inn Rochester - Greece,1501 Ridge Rd W,Rochester,43.2054,-77.6676
Radisson Hotel Rochester Riverside,120 East Main Street,Rochester,43.1566,-77.6093
Hampton Inn Rochester Irondequoit,1323 E Ridge Rd,Rochester,43.1980,-77.5821
DoubleTree by Hilton Rochester,1111 Jefferson Rd,Rochester,43.0871,-77.6065
Comfort Suites,2085 Hylan Dr,Rochester,43.0722,-77.6255
The Strathallan- a DoubleTree by Hilton,550 East Ave,Rochester,43.1539,-77.5897
Hyatt Regency Rochester,125 East Main Street,Rochester,43.1567,-77.6085
Best Western Rochester Marketplace Inn,940 Jefferson Rd,Rochester,43.0873,-77.6120
Comfort Inn Rochester Monroe Avenue,2729 Monroe Ave,Rochester,43.1116,-77.5484
Hampton Inn Rochester - North,500 Center Place Dr,Rochester,43.2095,-77.6714
Extended Stay America - Rochester - Greece,600 Center Place Dr,Rochester,43.2104,-77.6716
Fairfield Inn & Suites by Marriott Rochester West/Greece,400 Paddy Creek Cir,Rochester,43.2043,-77.6731
Extended Stay America - Rochester - Henrietta,700 Commons Way,Rochester,43.0871,-77.6014
Homewood Suites Rochester Henrietta,2095 Hylan Dr,Rochester,43.0720,-77.6256
Rochester Airport Marriott,1890 Ridge Rd W,Rochester,43.2080,-77.6782
Holiday Inn Express Rochester - Greece,1635 W Ridge Road,Rochester,43.2059,-77.6710
Residence Inn by Marriott Rochester Henrietta,1300 Jefferson Rd,Rochester,43.0871,-77.5956
A B&B at the Edward Harris House Inn,35 Argyle Street,Rochester,43.1496,-77.5743
Holiday Inn Express Rochester NE- Irondequoit,2200 Goodman St N,Rochester,43.1967,-77.5768
Inn on Broadway,26 Broadway,Rochester,43.1564,-77.6002
Holiday Inn Rochester Downtown,70 State St,Rochester,43.1569,-77.6136
Residence Inn by Marriott West Rochester,500 Paddy Creek Cir,Rochester,43.2051,-77.6733
Courtyard by Marriott Rochester East/Penfield,1000 Linden Park,Rochester,43.1253,-77.4986
Towpath Motel,2323 Monroe Avenue,Rochester,43.1200,-77.5575
"Home2 Suites by Hilton Rochester Henrietta, NY",999 Jefferson Road,Rochester,43.0871,-77.6116
Holiday Inn Express Rochester - University Area,717 E Henrietta Rd,Rochester,43.1068,-77.6174
"Country Inn & Suites, Rochester Airport-University Area",797 E. Henrietta Rd,Rochester,43.1050,-77.6158
Holiday Inn Hotel & Suites Rochester - Marketplace,800 Jefferson Rd,Rochester,43.0871,-77.6318
Courtyard by Marriott Rochester Brighton,33 Corporate Woods,Rochester,43.1068,-77.6189
Staybridge Suites Rochester University,1000 Genesee St,Rochester,43.1304,-77.6363
Lexington Hotel Rochester Airport,911 Brooks Ave,Rochester,43.1309,-77.6591
Best Western The Inn At Rochester Airport,395 Buell Road,Rochester,43.1310,-77.6659
Quality Inn Rochester Airport,1273 Chili Ave,Rochester,43.1393,-77.6687
Fairfield Inn Marriott Rochester Airport,1200 Brooks Ave,Rochester,43.1308,-77.6689
Radisson Hotel Rochester Airport,175 Jefferson Road,Rochester,43.0926,-77.6646
Hilton Garden Inn Rochester University,30 Celebration Drive,Rochester,43.1232,-77.6197
Motel 6 Rochester Airport,155 Buell Rd,Rochester,43.1364,-77.6660
Econo Lodge,3990 W Henrietta Road,Rochester,43.0727,-77.6445
Hilton Garden Inn Rochester Downtown,155 E Main St,Rochester,43.1568,-77.6080
Hampton Inn by Hilton Rochester Penfield,950 Panorama Trail South,Rochester,43.1242,-77.4876
Ramada Rock Hill at Sullivan Center,283 Rock Hill Drive,Rock Hill,41.6225,-74.5902
Windsong Retreat Bed & Breakfast,78 Katrina Falls Road,Rock Hill,41.6226,-74.6028
Best Western Mill River Manor,173 Sunrise Hwy,Rockville Centre,40.6575,-73.6489
Ramada Rockville Centre,1000 Sunrise Hwy,Rockville Centre,40.6567,-73.6240
Hampton Inn & Suites by Hilton Rockville Centre,125 Merrick Rd,Rockville Centre,40.6577,-73.6526
Rockville Centre Inn,415 Ocean Avenue,Rockville Centre,40.6562,-73.6575
Hampton Inn Rome,1352 Floyd Avenue,Rome,43.2226,-75.4195
Wingate By Wyndham Rome,90 Dart Cir,Rome,43.2097,-75.4134
Quality Inn Rome,200 S James St,Rome,43.2088,-75.4596
Inn At The Beeches,"7900 Turin Road, Rt 26",Rome,43.2442,-75.4566
Red Carpet Inn Rome,799 Lawrence St,Rome,43.1961,-75.4545
Hilton Garden Inn Islip,3485 Veterans Memorial Hwy,Ronkonkoma,40.7871,-73.1231
Courtyard by Marriott Long Island MacArthur Airport,5000 Express Dr S,Ronkonkoma,40.8136,-73.1028
Rodeway Inn Macarthur Airport,3055 Veterans Memorial Hwy,Ronkonkoma,40.7883,-73.1385
The 1850 House Inn and Tavern,435 Main Street,Rosendale,41.8438,-74.0839
The Roslyn Hotel,1221 Old Northern Blvd,Roslyn,40.8010,-73.6523
Holiday Inn Express Roslyn - Manhasset Area,1053 Northern Boulevard,Roslyn,40.7983,-73.6641
Hilton Garden Inn Roslyn,3 Harbor Park Drive,Roslyn,40.8078,-73.6569
Courtyard by Marriott Rye,631 Midland Ave,Rye,40.9893,-73.6713
Doral Arrowwood,975 Anderson Hill Rd,Rye Brook,41.0423,-73.6869
Hilton Westchester,699 Westchester Ave,Rye Brook,41.0083,-73.6904
Goodfellos Suites,202 West Main Street,Sackets Harbor,43.9474,-76.1204
Holiday Inn Express & Suites Salamanca,779 Broad St,Salamanca,42.1593,-78.7440
Seneca Allegany Resort & Casino,777 Seneca Allegany Blvd,Salamanca,42.1530,-78.7463
Caldwell House Bed & Breakfast,25 Orrs Mills Road,Salisbury Mills,41.4315,-74.1227
Kiwassa Lake Bed & Breakfast and Cabins,1150 Kiwassa Lake Rd,Saranac Lake,44.2878,-74.1583
Best Western Mountain Lake Inn,487 Lake Flower Avenue,Saranac Lake,44.3147,-74.1194
The Saratoga Hilton,534 Broadway,Saratoga Springs,43.0858,-73.7837
Saratoga Downtowner,413 Broadway,Saratoga Springs,43.0816,-73.7860
The Inn at Saratoga,231 Broadway,Saratoga Springs,43.0758,-73.7869
Comfort Inn & Suites,17 Old Gick Rd,Saratoga Springs,43.1036,-73.7510
Best Western Plus Saratoga Springs,3291 S Broadway,Saratoga Springs,43.0433,-73.7907
Hilton Garden Inn Saratoga Springs,125 S Broadway,Saratoga Springs,43.0693,-73.7888
South Broadway Inn and Spa,120 S Broadway,Saratoga Springs,43.0695,-73.7888
Holiday Inn Saratoga Springs,232 Broadway,Saratoga Springs,43.0762,-73.7868
Courtyard by Marriott Saratoga Springs,11 Excelsior Ave,Saratoga Springs,43.0884,-73.7789
Residence Inn by Marriott Saratoga Springs,295 Excelsior Ave,Saratoga Springs,43.0947,-73.7549
Union Gables Bed & Breakfast,55 Union Ave,Saratoga Springs,43.0772,-73.7799
Saratoga Farmstead B&B,41 Locust Grove RD,Saratoga Springs,43.0943,-73.8249
Community Court at Congress Park,248 Broadway,Saratoga Springs,43.0768,-73.7866
Gideon Putnam Resort And Spa,24 Gideon Putnam Rd,Saratoga Springs,43.0578,-73.7982
Embassy Suites Saratoga Springs,86 Congress St,Saratoga Springs,43.0793,-73.7899
Saratoga Casino Hotel,342 Jefferson St,Saratoga Springs,43.0617,-73.7786
The Inn At Five Points,102 Lincoln Ave,Saratoga Springs,43.0736,-73.7809
Comfort Inn Saugerties,2790 Route 32,Saugerties,42.0895,-73.9734
Howard Johnson Inn - Saugerties,2764 Route 32,Saugerties,42.0877,-73.9741
Diamond Mills Hotel & Tavern,25 South Partition Street,Saugerties,42.0731,-73.9509
The Inn at Tamayo,89 Partition Street,Saugerties,42.0772,-73.9521
DoubleTree by Hilton Hotel Schenectady,100 Nott Terrace,Schenectady,42.8119,-73.9356
Days Inn Schenectady,167 Nott Terrace,Schenectady,42.8119,-73.9356
Quality Inn,2788 Hamburg Street,Schenectady,42.7725,-73.9366
Hampton Inn Schenectady,450 State St,Schenectady,42.8122,-73.9408
Super 8 Schenect/Albany Area,3083 Carman Rd,Schenectady,42.7641,-73.9393
Americas Best Value Inn-Schenectady/Albany West,759 State St,Schenectady,42.8089,-73.9364
Courtyard by Marriott Schenectady at Mohawk Harbor,240 Harborside Drive,Schenectady,42.8265,-73.9316
The Parker Inn & Suites,434 State Street,Schenectady,42.8125,-73.9414
The Glen Sanders Mansion,1 Glen Avenue,Schenectady,42.8232,-73.9596
Quality Inn & Suites,160 Holiday Way,Schoharie,42.7033,-74.3144
Tumble Inn,875 US Rt 9,Schroon Lake,43.8262,-73.7730
Beautiful Valley Guesthouse,68 Main Street,Scottsville,43.0196,-77.7536
Hampton Inn Seneca Falls,1950 Balsey Rd,Seneca Falls,42.9071,-76.8316
Microtel Inn & Suites by Wyndham Seneca Falls,1966 Route 5 And 20,Seneca Falls,42.9035,-76.8314
John Morris Manor Bed & Breakfast,2138 Route 89,Seneca Falls,42.9220,-76.7514
The Gould Hotel,108 Falls Street,Seneca Falls,42.9108,-76.7990
Travelers Inn,925 Chestnut St & Highway 20,Sharon Springs,42.7899,-74.6253
The Checkered Moose Inn,12 S Main Street,Sherburne,42.6767,-75.4982
Super 8 - Sidney,4 Mang Dr,Sidney,42.2998,-75.4100
Americas Best Value Inn,755 Smithtown Bypass,Smithtown,40.8510,-73.1625
La Quinta Inn & Suites JFK Airport,11126 Van Wyck Expy,South Ozone Park,40.6838,-73.8067
Econo Lodge South Ozone Park,113-18 Rockaway Blvd,South Ozone Park,40.6771,-73.8251
Holiday Inn Express Stony Brook,3131 Nesconset Hwy,South Setauket,40.8887,-73.0971
The Atlantic,1655 County Road 39,Southampton,40.8954,-72.4541
Hotel Ze,136 Main Street,Southampton,40.8880,-72.3899
Capri,281 County Road 39A,Southampton,40.8992,-72.3893
Humble Hill Farm and Lodge,467 Tallow Hill Rd,Spencer,42.2465,-76.4233
Quality Inn,100 Spring Valley Marketplace,Spring Valley,41.1046,-74.0256
Microtel Inn & Suites by Wyndham Springville,270 Cascade Dr,Springville,42.5010,-78.6897
The Queen of the Catskills B&B,157 W Main St,Stamford,42.4136,-74.6253
The Catskills B & B,156 West Main Street,Stamford,42.4136,-74.6253
Jennys Country Manor Lodge,1639 Route 199,Stanfordville,41.9592,-73.7447
Comfort Inn Staten Island,310 Wild Ave,Staten Island,40.5869,-74.1914
Hilton Garden Inn New York / Staten Island,1100 South Ave,Staten Island,40.6151,-74.1779
Ramada Staten Island,535 N Gannon Ave,Staten Island,40.6084,-74.1466
Holiday Inn Express Staten Island West,300 Wild Avenue,Staten Island,40.5869,-74.1914
Hampton Inn & Suites Staten Island,1120 South Ave,Staten Island,40.6129,-74.1793
Fort Place Bed & Breakfast,22 Fort Pl,Staten Island,40.6420,-74.0790
The Harbor House Bed & Breakfast,1 Hylan Blvd,Staten Island,40.6155,-74.0634
Victorian Bed & Breakfast,92 Taylor Street,Staten Island,40.6368,-74.1234
Holiday Inn Staten Island,290 Wild Ave,Staten Island,40.5868,-74.1914
1712 House,93 Mill Dam Road,Stone Ridge,41.8615,-74.1478
ElmRock Inn Bed and Breakfast,4496 Route 209 Ulster,Stone Ridge,41.8252,-74.1898
Hilton Garden Inn Stony Brook,1 Circle Road,Stony Brook,40.9136,-73.1190
Three Village Inn,150 Main Street,Stony Brook,40.9187,-73.1484
Crowne Plaza Suffern - Mahwah,3 Executive Blvd,Suffern,41.1191,-74.1143
Howard Johnson Inn Suffern,17 N Airmont Rd,Suffern,41.1153,-74.1137
Comfort Inn Syosset,24 Oak Dr,Syosset,40.8087,-73.5158
Crowne Plaza Syracuse,701 E Genesee Street,Syracuse,43.0474,-76.1418
Hotel Skyler,601 South Crouse,Syracuse,43.0438,-76.1366
Comfort Inn Fairgrounds,7010 Interstate Island Rd,Syracuse,43.1090,-76.2859
Courtyard Syracuse Downtown At Armory Square,300 West Fayette Street,Syracuse,43.0488,-76.1560
Hampton Inn and Suites Syracuse Erie Boulevard / I - 690,3017 Erie Blvd E,Syracuse,43.0556,-76.0862
Comfort Inn Carrier Circle,6491 Thompson Rd,Syracuse,43.0854,-76.0900
Parkview Hotel,713 E Genesee St,Syracuse,43.0474,-76.1410
Red Roof Inn Syracuse,6614 North Thompson Road,Syracuse,43.0911,-76.0930
Genesee Grande Hotel and Suites,1060 E Genesee St,Syracuse,43.0469,-76.1354
Residence Inn Syracuse Downtown At Armory Square,300 West Fayette Street,Syracuse,43.0490,-76.1555
Days Inn Syracuse University,6609 Thompson Rd,Syracuse,43.0905,-76.0931
Sheraton Syracuse University Hotel & Conference Center,801 University Ave,Syracuse,43.0412,-76.1345
Jefferson Clinton Hotel,416 S Clinton St,Syracuse,43.0471,-76.1538
Knights Inn East Syracuse,6590 Thompson Rd,Syracuse,43.0900,-76.0923
Clarion Inn & Suites Fairgrounds,100 Farrell Rd,Syracuse,43.1159,-76.2714
Best Western The Inn At The Fairgrounds,670 State Fair Blvd,Syracuse,43.0814,-76.2278
Rodeway Inn,6578 Thompson Road,Syracuse,43.0892,-76.0918
Quality Inn & Suites Downtown,454 James Street,Syracuse,43.0531,-76.1469
Marriott Syracuse Downtown,100 East Onondaga Street,Syracuse,43.0457,-76.1509
Aloft Syracuse Inner Harbor,310 West Kirkpatrick Street,Syracuse,43.0602,-76.1626
SunView Motel,5844 Main St,Tannersville,42.1957,-74.1255
Sheraton Tarrytown Hotel,600 White Plains Rd,Tarrytown,41.0617,-73.8355
DoubleTree by Hilton Tarrytown,455 S Broadway,Tarrytown,41.0610,-73.8621
Tarrytown House Estate on the Hudson,49 E Sunnyside Lane,Tarrytown,41.0481,-73.8574
SpringHill Suites by Marriott Tarrytown/Greenburgh,480 White Plains Rd,Tarrytown,41.0634,-73.8440
Westchester Marriott,670 White Plains Rd,Tarrytown,41.0607,-73.8325
Courtyard by Marriott Tarrytown Greenburgh,475 White Plains Rd,Tarrytown,41.0650,-73.8445
Castle Hotel & Spa,400 Benedict Avenue,Tarrytown,41.0677,-73.8471
Super 8 Ticonderoga,1144 Wicker St,Ticonderoga,43.8578,-73.4380
Best Western Plus Ticonderoga Inn & Suites,260 Burgoyne Road,Ticonderoga,43.8576,-73.4277
Center Way Hotel Tonawanda,225 Crestmount Avenue,Tonawanda,42.9974,-78.8656
Days Inn,1120 Niagara Falls Blvd,Tonawanda,42.9849,-78.8229
Econo Lodge Tonawanda,2000 Niagara Falls Blvd,Tonawanda,43.0088,-78.8223
Knights Inn Tonawanda/Buffalo Area,1970 Niagara Falls Blvd,Tonawanda,43.0080,-78.8223
Walk Away Stays Vacation Rentals Buffalo,221 Avon St.,Tonawanda,42.9970,-78.8263
Royal Inn,1378 Niagara Falls Boulevard,Tonawanda,42.9920,-78.8227
Budget Inn,1080 Sheridan Drive,Tonawanda,42.9808,-78.8941
Hilton Garden Inn Troy,235 Hoosick St,Troy,42.7386,-73.6720
Best Western Plus Franklin Square Inn Troy/Albany,One Fourth Street,Troy,42.7338,-73.6885
Olde Judge Mansion,3300 6th Ave,Troy,42.7520,-73.6813
Best Western Tully Inn,5779 State Route 80,Tully,42.7984,-76.1192
Long Island Marriott,101 James Doolittle Blvd,Uniondale,40.7231,-73.5865
Holiday Inn Express & Suites Utica,23 Wells Ave,Utica,43.1098,-75.2208
Knights Inn Utica,309 North Genesee Street,Utica,43.1136,-75.2139
Days Inn Utica,150 N Genesee St,Utica,43.1090,-75.2195
Hampton Inn Utica,172 - 180 North Genesee Street,Utica,43.1100,-75.2184
Best Western Gateway Adirondack Inn,175 N Genesee St,Utica,43.1097,-75.2189
Radisson Hotel Utica Centre,200 Genesee St,Utica,43.1011,-75.2319
Fairfield Inn & Suites Utica,71 N Genesee Street,Utica,43.1072,-75.2218
Hotel Utica,102 Lafayette Street,Utica,43.1024,-75.2309
Red Roof Inn Utica,20 Weaver Road,Utica,43.1134,-75.2163
Rosemont Inn Bed & Breakfast,1423 Genesee Street,Utica,43.0942,-75.2462
Vernon Downs Casino and Hotel,4229 Stuhlman Rd,Vernon,43.0685,-75.5255
La Quinta Inn & Suites Verona,5394 Willow Pl,Verona,43.1229,-75.5942
Turning Stone Resort And Casino,5218 Patrick Rd,Verona,43.1131,-75.5947
Microtel Inn & Suites by Wyndham Verona,5118 Ny State Route 365,Verona,43.1078,-75.6027
Fairfield Inn & Suites by Marriott Verona,5280 Willow Place,Verona,43.1160,-75.5972
Comfort Suites,3401 Vestal Parkway,Vestal,42.0969,-75.9920
Courtyard Marriott Binghamton,3801 Vestal Pkwy E,Vestal,42.0961,-75.9797
Holiday Inn Express Hotel & Suites Vestal,3615 Vestal Pkwy E,Vestal,42.0967,-75.9865
"Homewood Suites by Hilton Binghamton/Vestal, NY",3603 Vestal Pkwy E,Vestal,42.0967,-75.9865
Residence Inn By Marriott Binghamton University,4610 Vestal Parkway East,Vestal,42.0937,-75.9563
Hampton Inn & Suites Binghamton / Vestal,3708 Vestal Pkwy E,Vestal,42.0950,-75.9825
Parkway Inn,900 Vestal Pkwy E,Vestal,42.0894,-76.0385
Quality Inn & Suites Vestal Binghamton,4105 Vestal Parkway East,Vestal,42.0961,-75.9755
Candlewood Suites Vestal - Binghamton,3605 Vestal Parkway East,Vestal,42.0967,-75.9859
Hampton Inn & Suites Rochester/Victor,7637 New York State Route 96,Victor,43.0218,-77.4398
Holiday Inn Express Hotel & Suites Rochester - Victor,7502 Main Street Fishers,Victor,43.0096,-77.4474
Microtel Inn by Wyndham Victor/Rochester,7498 Main Street Fishers,Victor,43.0103,-77.4464
Best Western Plus Victor Inn & Suites,7449 State Route 96,Victor,43.0041,-77.4411
Homewood Suites by Hilton Rochester Victor,575 Fisher Station Dr,Victor,43.0110,-77.4505
The Inn And Spa At East Wind,5720 Route 25a,Wading River,40.9440,-72.8184
Tin Brook Bed and Breakfast,2 Berea Road,Walden,41.5584,-74.1591
Jones Beach Hotel,3275 Byron St,Wantagh,40.6602,-73.5086
Holiday Inn Express Syracuse Fairgrounds,6946 Winchell Rd,Warners,43.1076,-76.2728
Inn at Stony Creek,34 Spanktown Rd,Warwick,41.3069,-74.3902
Peach Grove Inn,1572 Route 17a,Warwick,41.2521,-74.3255
Oakcliff Bed and Breakfast,78 Church Hill Road,Waterford,42.8251,-73.7295
Holiday Inn Waterloo - Seneca Falls,2468 Mound Rd,Waterloo,42.9049,-76.8364
Ramada Watertown,21000 NY State Rt 3,Watertown,43.9750,-75.9527
Fairfield Inn & Suites Watertown Thousand Islands,250 Commerce Park Dr,Watertown,43.9817,-75.9412
Hampton Inn Watertown,155 Commerce Park Dr,Watertown,43.9780,-75.9405
Best Western Watertown Fort Drum,300 Washington St,Watertown,43.9718,-75.9114
Hilton Garden Inn Watertown/Thousand Islands,1290 Arsenal Street,Watertown,43.9761,-75.9471
Econo Lodge Watertown,1030 Arsenal St,Watertown,43.9768,-75.9358
Comfort Inn & Suites Watertown - 1000 Islands,110 Commerce Park Drive,Watertown,43.9779,-75.9404
Rainbow Motel,24480 NY State RT-12,Watertown,44.0211,-75.9304
Holiday Inn Express Hotel & Suites Watertown-Thousand Island,1290 Arsenal St,Watertown,43.9784,-75.9466
Holiday Inn Express & Suites Rochester Webster,860 Holt Rd,Webster,43.2174,-77.4466
Super 8 Webster/Rochester,2450 Empire Blvd,Webster,43.2037,-77.4934
Hampton Inn Rochester Webster,878 Hard Rd,Webster,43.2161,-77.4613
Fairfield Inn by Marriott Rochester East,915 Hard Rd,Webster,43.2129,-77.4612
Rodeway Inn,2709 Erie Drive,Weedsport,43.0522,-76.5614
Days Inn Weedsport,9050 Rte 34,Weedsport,43.0561,-76.5588
Microtel Inn & Suites by Wyndham Wellsville,30 W Dyke St,Wellsville,42.1169,-77.9409
Renaissance Westchester Hotel,80 W Red Oak Ln,West Harrison,41.0156,-73.7179
HYATT house White Plains,101 Corporate Park Drive,West Harrison,41.0194,-73.7237
Thayer Hotel,674 Thayer Road,West Point,41.3775,-73.9617
Country Inn and Suites Buffalo South,164b Slade Ave,West Seneca,42.8332,-78.7892
Hampton Inn Buffalo South I90,1750 Ridge Road,West Seneca,42.8303,-78.7886
Staybridge Suites West Seneca,164 Slade Avenue,West Seneca,42.8331,-78.7892
"Viana Hotel & Spa, BW Premier Collection",3998 Brush Hollow Rd,Westbury,40.7763,-73.5597
Red Roof PLUS+ Long Island - Garden City,699 Dibblee Drive,Westbury,40.7380,-73.6028
Hilton Garden Inn Westbury,1575 Privado Rd,Westbury,40.7455,-73.5897
Courtyard Westbury Long Island,1800 Privado Road,Westbury,40.7455,-73.5894
The Grassmere Inn,7 Beach Lane,Westhampton Beach,40.8097,-72.6399
Cambria hotel & suites White Plains - Downtown,250 Main St,White Plains,41.0334,-73.7645
Crowne Plaza White Plains - Downtown,66 Hale Ave,White Plains,41.0301,-73.7609
Residence Inn by Marriott White Plains Westchester County,5 Barker Avenue,White Plains,41.0346,-73.7701
"The Ritz-Carlton New York, Westchester",3 Renaissance Square,White Plains,41.0326,-73.7666
Furnished Quarters Bank Street Commons,15/25 Bank Street,White Plains,41.0305,-73.7742
Global Luxury Apartments in White Plains,15 Bank Street,White Plains,41.0315,-73.7740
Global Luxury Suites at White Plains,27 Barker Avenue,White Plains,41.0357,-73.7693
Extended Stay America New York City - LaGuardia Airport,18 - 30 Whitestone Expwy,Whitestone,40.7827,-73.8254
Hampton Inn Buffalo-Williamsville,5455 Main St,Williamsville,42.9614,-78.7494
Wyndham Garden Buffalo Williamsville,5195 Main Street,Williamsville,42.9605,-78.7589
Staybridge Suites Buffalo-Airport,8005 Sheridan Dr,Williamsville,42.9782,-78.6953
La Quinta Inn Buffalo Airport,6619 Transit Rd,Williamsville,42.9482,-78.6969
Clarion Hotel Buffalo Airport,6700 Transit Rd,Williamsville,42.9508,-78.6970
"Salvatore's Garden Place Hotel, an Ascend Hotel Collection",6615 Transit Road,Williamsville,42.9470,-78.6969
Knights Inn Williamsville Buffalo Airport,50 Freeman Rd,Williamsville,42.9500,-78.6932
Motel 6 Buffalo Airport,52 Freeman Rd,Williamsville,42.9499,-78.6929
Super 8 Williamsville/Buffalo Airport,7200 Transit Rd,Williamsville,42.9636,-78.6969
Budget Inn Buffalo Airport,8255 Main Street,Williamsville,42.9650,-78.6869
Springhill Suites Buffalo Airport,6647 Transit Rd,Williamsville,42.9521,-78.6969
Hospitality Inn - Buffalo Airport,6627 Transit Rd,Williamsville,42.9482,-78.6969
Hotel Vienna,107 State Route 296,Windham,42.3002,-74.2265
Best Western Woodbury Inn,7940 Jericho Tpke,Woodbury,40.8143,-73.4776
Days Inn Woodbury,8030 Jericho Tpke,Woodbury,40.8148,-73.4748
The Inn At Fox Hollow Hotel,7755 Jericho Turnpike,Woodbury,40.8131,-73.4850
Quality Inn Woodside,53-05 Queens Blvd,Woodside,40.7425,-73.9116
Morning Glory B&B Woodstock NY,141 Tinker Street,Woodstock,42.0404,-74.1274
Days Inn Wurtsboro,21 Perron Dr,Wurtsboro,41.5685,-74.4973
Hampton Inn & Suites Yonkers,160 Corporate Blvd,Yonkers,40.9706,-73.8774
Royal Regency Hotel,165 Tuckahoe Rd,Yonkers,40.9546,-73.8640
Residence Inn Yonkers Westchester County,7 Executive Blvd,Yonkers,40.9728,-73.8808
Ramada Inn Yonkers,125 Tuckahoe Rd,Yonkers,40.9547,-73.8648
Hyatt Place New York/Yonkers,7000 Mall Walk,Yonkers,40.9263,-73.8544
Hampton Inn & Suites Yonkers - Westchester,555 Tuckahoe Rd,Yonkers,40.9538,-73.8494
Courtyard by Marriott Yonkers Westchester County,5 Executive Boulevard,Yonkers,40.9731,-73.8796
